studid,classid,schoolid,date,academic,FinalProfitRounded,delta,beta,delta_now,pb,beta_0,dictator,dictator_schoolmate,dictator_difference,risk,publicgood,trust,trust_return,comp,SPiecerate,STournament,ST_SP,STournamentChoosed,SPiecerateChoosed,RankP,RankT,froze,time_delta_now,time_delta,time_beta,time_risk,time_dictator,time_dictator_schoolmate,time_trust,time_trust_return,time_publicgood,time_comp,time_beta_0,time_pb,time_dictator_difference,time_total,math,read,female,male,age,gpa_m,gpa_i,chsup_d1,chsup_d2,chsup_d0,pared_d1,pared_d2,pared_d3,pared_d0,fjob1,fjob2,fjob3,fjob4,fjob5,fjob6,fjob7,fjob8,fjob9,books1,books2,books3,books4,books5,books6,books7,books8,grade_math,grade_hun,grade_lit,grade_math_m,grade_hun_m,grade_lit_m
875,39,6,190411_1016,academic track,1300,.71942449,1.1393442,.81967211,0,.13934422,50,25,25,40,50,80,47.334656,1,5,10,5,7,,3,1,0,54,64,118,118,47,36,106,176,135,167,118,118,83,1150,,,,,197,1,4.5255127,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,1,1,1
876,34,6,190411_1002,academic track,1000,.89285713,.78321677,.69930071,1,.21678323,50,50,0,50,50,40,17.021164,1,6,10,4,11,,3,4,0,18,32,50,53,24,13,27,45,51,42,50,50,37,579,.81780207,1.1828767,female,female,227,1,4.5255127,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,4,4,0,0,0
877,14,2,200302_1048,academic track,1100,.81967211,.92424244,.75757575,1,.075757563,50,50,0,33,100,100,50,0,10,6,-4,,1,2,3,0,15,10,25,44,19,21,16,111,31,51,25,25,40,592,1.3741539,.77627343,male,male,188,0,4.6999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,5,0,0,0
878,4,1,191011_1139,academic track,3600,.89285713,1.0873786,.97087377,0,.087378621,50,50,0,,50,100,50,1,5,9,4,11,,1,1,0,25,29,54,10,13,7,25,88,68,44,54,54,20,575,-.48627886,-.73929262,male,male,213,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4,0,0,0
879,51,9,191025_1154,academic track,0,.62111801,1.219697,.75757575,0,.219697,.050000001,.050000001,0,10,40,10,33.333336,1,4,2,-2,5,,3,3,0,52,48,100,90,103,40,94,151,154,102,100,100,143,1089,-1.0771941,-2.3859794,female,female,204,0,4.6999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,5,0,0,0
880,33,6,190411_1102,academic track,1100,.55248618,1.3021582,.71942449,0,.30215824,50,25,25,42,50.299999,50,45.687832,0,11,10,-1,,11,2,1,0,31,16,47,64,38,22,40,112,60,85,47,47,60,718,1.2961359,.80627024,female,female,224,0,4.8000002,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
881,53,9,191025_1305,academic track,500,.66666669,1.048951,.69930071,0,.04895103,40,50,-10,24,65,50,50,1,5,7,2,6,,3,3,0,41,37,78,71,30,23,31,137,100,100,78,78,53,849,.41793182,-.2326199,male,male,182,0,4.0999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,0,0,0
882,40,6,190411_0853,academic track,700,.7352941,1,.7352941,0,0,65,40,25,20,40,30,48.132278,1,12,13,1,13,,1,1,0,39,27,66,64,41,18,48,111,55,118,66,66,59,797,.33780158,.28483316,female,female,193,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
883,24,4,191129_0904,vocational track,0,.59171599,.85786802,.5076142,1,.14213198,25,5,20,38,25,50,25.236774,1,4,4,0,7,,3,2,0,43,55,98,62,37,23,43,111,58,62,98,98,60,748,-1.1502107,-.93450898,female,female,187,0,2.8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,0,0,0
884,16,3,200224_1047,academic track,1000,.49504951,1.697479,.84033614,0,.69747901,50,25,25,10,50,40,50,0,9,11,2,,15,2,1,0,39,25,64,44,31,23,56,146,100,94,64,64,54,801,.0029463,.315768,female,female,192,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,5,0,0,0
885,30,5,200306_1051,academic track,1500,.69930071,1.0833334,.75757575,0,.083333373,50,25,25,33,65,80,19.5,1,8,9,1,9,,2,2,1,26,31,57,61,30,35,36,121,77,150,57,57,65,811,-1.0012878,-.68773454,female,female,205,0,4.6999998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,0,0,0
886,36,6,190411_1226,academic track,300,.81967211,1,.81967211,0,0,100,50,50,60,50,80,47.067459,1,5,11,6,9,,3,3,0,68,49,117,81,50,37,87,214,175,98,117,117,87,1073,-.71533209,-1.2674085,female,female,222,1,4.5255127,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,4,1,1,1
887,16,3,200224_1047,academic track,1000,.49504951,1.0466322,.51813471,0,.046632171,40,40,0,49,50,50,12.376985,1,5,8,3,7,,3,3,0,76,40,116,74,45,30,67,243,76,86,116,116,75,975,-.56263012,-.32155663,female,female,193,0,4.5999999,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,0,0,0
888,13,2,200302_0905,academic track,500,.48543689,1.8899083,.91743118,0,.88990831,75,75,0,25,100,100,36.521759,0,16,17,1,,15,3,4,0,19,25,44,43,39,12,29,108,36,39,44,44,51,599,1.1343207,.55879277,male,male,189,0,4.5999999,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
889,44,7,190429_0829,vocational track,0,.75757575,.92307693,.69930071,1,.076923072,50,50,0,25,50,50,66.666672,0,6,3,-3,,5,3,3,0,36,22,58,29,2,5,17,57,25,28,58,58,7,476,-1.3718181,-1.6598341,male,male,203,0,3.4000001,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,5,0,0,0
890,36,6,190411_1226,academic track,4800,.97087377,1,.97087377,0,0,50,50,0,50,80,100,50,0,10,12,2,,12,2,2,0,24,24,48,51,18,15,38,69,77,111,48,48,33,689,.4683879,-1.2957655,male,male,221,0,4.3000002,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,4,0,0,0
891,47,8,191205_1049,academic track,1500,.66666669,.76142132,.5076142,1,.23857868,50,50,0,72,50,90,50,1,5,6,1,10,,2,2,0,42,39,81,68,20,16,58,123,117,67,81,81,36,807,-.22855219,-.0065855645,female,female,220,1,4.5255127,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,1,1,1
892,47,8,191205_1049,academic track,1000,.56497175,.97790056,.55248618,1,.022099435,50,50,0,50,50,50,48.291004,0,2,2,0,,5,3,3,0,43,33,76,100,27,26,40,166,106,123,76,76,53,907,-1.6631081,-.38588673,female,female,216,0,4.5999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,0,0,0
893,22,4,191129_1101,vocational track,1000,.59171599,1.5089285,.89285713,0,.50892854,50,25,25,13,30,40,30.951721,1,5,7,2,4,,3,2,0,26,29,55,63,27,19,67,155,86,110,55,55,46,829,-.4740538,-.049238153,female,female,203,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,4,0,0,0
894,38,6,190411_1405,academic track,1000,.69930071,.47666666,.33333334,1,.52333331,35,25,10,67,100,60,45.922619,1,7,11,4,10,,2,2,0,26,25,51,47,37,17,35,119,52,59,51,51,54,668,.05151289,.78096056,female,female,193,0,4.0999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
895,7,2,200303_1004,academic track,500,.94339621,1,.94339621,0,0,50,50,0,42,50,50,31.402117,0,12,12,0,,13,2,2,0,21,14,35,52,31,14,36,115,68,48,35,35,45,643,1.3255873,.42650038,male,male,197,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
896,14,2,200302_1048,academic track,1100,.89285713,1,.89285713,0,0,75,75,0,50,100,100,51.666664,0,14,16,2,,11,1,2,0,13,14,27,38,31,22,45,77,23,77,27,27,53,600,1.8770486,1.4716007,male,male,181,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,5,0,0,0
897,5,2,200303_0850,academic track,1000,.55248618,.95767194,.52910054,1,.04232806,25,15,10,15,34.599998,40,11.785053,1,10,11,1,8,,2,3,0,11,10,21,39,25,16,47,85,43,54,21,21,41,567,-.18854307,.64187121,female,female,194,0,4.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,5,0,0,0
898,25,4,191129_0954,academic track,800,.66666669,1,.66666669,0,0,50,25,25,40,30,50,27.560848,1,6,4,-2,5,,3,3,0,45,57,102,71,31,28,75,207,95,142,102,102,59,1001,-.82369077,-.21129361,female,female,196,0,4.1999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,0,0,0
899,12,2,190318_1206,academic track,1500,.81967211,1.0892857,.89285713,0,.089285731,0,0,0,50,60,50,24.411375,0,9,12,3,,12,3,1,0,46,30,76,69,54,30,100,196,129,85,76,76,84,991,2.1009898,2.7301981,male,male,182,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
900,8,2,200302_1001,academic track,900,.89285713,1.0275229,.91743118,0,.027522922,50,0,50,30,100,100,21.12434,0,22,15,-7,,16,1,3,0,3,20,23,54,18,15,23,121,25,44,23,23,33,581,2.1009898,2.7301981,male,male,194,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
901,14,2,200302_1048,academic track,1500,.81967211,.87769789,.71942449,1,.12230211,50,25,25,20,100,100,100,0,15,10,-5,,10,3,2,0,32,36,68,50,32,21,47,127,31,90,68,68,53,722,-.070626758,1.5089799,female,female,189,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
902,20,3,200224_0748,academic track,1300,.62111801,1.1258742,.69930071,0,.12587416,50,50,0,3,100,70,49.333336,0,4,5,1,,7,3,3,0,31,46,77,133,45,27,91,249,76,89,77,77,72,989,-.98483944,-.37416962,female,female,185,0,4.4000001,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,4,0,0,0
903,45,7,190429_1037,academic track,0,.89285713,1.0873786,.97087377,0,.087378621,50,50,0,15,50,50,50,1,3,4,1,4,,4,3,0,46,55,101,47,21,28,32,141,50,94,101,101,49,782,.068072677,-.3461639,female,female,201,0,4.1999998,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,5,0,0,0
904,43,7,190429_0937,vocational track,1000,.80000001,1.2135922,.97087377,0,.21359217,50,45,5,16,50,50,43.720901,1,8,8,0,6,,2,2,0,33,32,65,50,22,12,28,76,39,32,65,65,34,566,-.01594734,-.46720788,female,female,187,1,4.5255127,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,4,4,0,0,0
905,21,3,200224_1134,academic track,0,.63291138,.81865287,.51813471,1,.18134713,49.950001,49.950001,0,21,73.5,40,40,1,6,5,-1,8,,2,2,0,42,45,87,61,40,25,30,112,65,42,87,87,65,707,.72600317,1.8410594,male,male,184,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,5,0,0,0
906,31,6,190411_1408,academic track,1100,.89285713,.58031088,.51813471,1,.41968912,50,50,0,50,50,70,50,1,5,9,4,6,,3,3,0,60,40,100,73,36,28,118,187,84,127,100,100,64,978,-.41948578,.5346542,female,female,211,0,4.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
907,51,9,191025_1154,academic track,0,.77519381,.81645566,.63291138,1,.18354434,25,0,25,50,100,50,0,1,1,2,1,4,,3,3,0,109,170,279,170,134,10,187,280,171,187,279,279,144,1688,-.85103047,-.43041417,male,male,205,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
908,50,9,191025_1101,academic track,1300,.84033614,1.0625,.89285713,0,.0625,25,10,15,33,50,50,44.619049,1,8,7,-1,8,,1,1,0,48,53,101,68,57,29,79,170,137,66,101,101,86,936,.23288827,-.32729864,male,male,203,0,4.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,5,0,0,0
909,16,3,200224_1047,academic track,1000,.89285713,1.0873786,.97087377,0,.087378621,50,40,10,40,40,50,47.949734,0,9,11,2,,10,3,3,0,30,24,54,81,44,50,39,178,35,68,54,54,94,795,-.87892598,-.55954307,female,female,189,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,0,0,0
910,43,7,190429_0937,vocational track,1000,.33333334,1,.33333334,0,0,50,50,0,30,50,50,16.666668,1,6,7,1,6,,3,3,0,34,32,66,120,14,12,29,83,84,63,66,66,26,736,-.28423175,-1.6424919,male,male,199,0,2.5999999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,0,0,0
911,7,2,200303_1004,academic track,2000,.97087377,.34333333,.33333334,1,.65666664,0,0,0,50,100,100,30.628309,1,14,13,-1,13,,2,2,0,21,19,40,46,40,7,38,185,51,71,40,40,47,718,1.8614895,1.8484414,male,male,195,0,4.6999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,0,0,0
912,19,3,200224_0949,academic track,1000,.75757575,1.0232558,.77519381,0,.023255825,50,25,25,12,60,40,36.944447,0,6,8,2,,7,2,2,0,46,65,111,58,33,31,85,305,75,136,111,111,64,1061,-.043620016,-.1277464,female,female,180,0,4.6999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,5,0,0,0
913,53,9,191025_1305,academic track,0,.69930071,1.2767857,.89285713,0,.27678573,50,0,50,60,80,50,50,1,4,7,3,8,,3,1,0,38,43,81,94,34,19,25,76,85,77,81,81,53,773,.036509622,-.69781184,male,male,185,0,4.3000002,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,0,0,0
914,46,8,191205_1150,academic track,1000,.5780347,.8564356,.49504951,1,.1435644,50,50,0,27,60,80,36.679893,1,6,7,1,9,,2,2,0,33,34,67,48,29,19,44,146,67,53,67,67,48,732,.6784367,1.2030312,female,female,218,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
915,34,6,190411_1002,academic track,200,.89285713,1,.89285713,0,0,92,92,0,5,100,70,85.89418,1,8,9,1,12,,2,1,0,31,23,54,46,32,13,24,61,95,52,54,54,45,642,-.040841796,.60624927,female,female,218,1,4.5255127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,4,1,1,1
916,53,9,191025_1305,academic track,600,.75757575,1.056,.80000001,0,.055999994,50,25,25,30,50,50,38.214947,0,3,7,4,,6,3,3,0,129,67,196,79,47,23,71,250,76,128,196,196,70,1152,-.56629771,-.97048217,female,female,183,0,4.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4,5,0,0,0
917,30,5,200306_1051,academic track,1000,.52910054,.93564355,.49504951,1,.064356446,0,100,-100,38,62,70,45.925926,1,9,10,1,12,,3,2,1,24,23,47,97,25,15,52,121,82,136,47,47,40,803,-.51928639,-.60360181,male,male,197,0,4.4000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,4,4,0,0,0
918,50,9,191025_1101,academic track,1300,.94339621,1.0291263,.97087377,0,.029126287,50,45,5,53,63.400002,80,45.281086,1,5,8,3,4,,3,2,0,46,55,101,142,52,35,102,343,184,134,101,101,87,1382,-.38114336,-1.640734,male,male,208,0,4.5999999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,5,0,0,0
919,6,2,190318_1014,academic track,800,.97087377,.97169811,.94339621,1,.028301895,38.450001,0,38.450001,50,100,100,23.203703,0,11,13,2,,10,2,1,0,41,18,59,61,58,11,31,162,43,156,59,59,69,831,1.6276572,1.1174923,male,male,201,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
920,25,4,191129_0954,academic track,0,.64935064,1,.64935064,0,0,50,25,25,44,55,40,33.186508,1,8,8,0,7,,3,2,0,85,60,145,102,30,28,112,352,100,225,145,145,58,1304,-.010834646,.52094477,female,female,199,1,4.5255127,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,4,0,0,0
921,45,7,190429_1037,academic track,0,.5780347,1.4180328,.81967211,0,.41803277,50,25,25,40,50,40,21.588625,0,6,5,-1,,7,3,3,0,85,37,122,66,66,55,85,278,66,144,122,122,121,1154,-.99939829,-.5489971,female,female,189,0,4.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,0,0,0
922,21,3,200224_1134,academic track,400,.91743118,.97321433,.89285713,1,.026785672,40,25,15,20,40,50,49.113758,1,8,10,2,9,,2,1,0,53,35,88,70,68,19,56,152,94,79,88,88,87,933,-.096743532,.14140859,male,male,193,0,4.5999999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,0,0,0
923,51,9,191025_1154,academic track,0,.63291138,1.1969697,.75757575,0,.19696975,50,45,5,17,0,50,33.333336,0,5,7,2,,4,1,1,0,53,71,124,82,49,38,62,149,57,99,124,124,87,940,-.65931892,-1.0530919,male,male,203,0,4.0999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,0,0,0
924,40,6,190411_0853,academic track,1000,.69930071,.82658958,.5780347,1,.17341042,50,50,0,25,60,60,48.502644,0,9,5,-4,,1,2,2,0,34,15,49,38,24,15,23,67,48,59,49,49,39,574,.69388437,-.12973811,male,male,195,0,4.0999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,0,0,0
925,27,5,200306_0916,vocational track,1400,.75757575,1,.75757575,0,0,47.5,25,22.5,78,80,90,40.279896,1,2,6,4,7,,4,1,0,58,62,120,74,53,25,49,131,84,100,120,120,78,893,-1.0168468,.68089104,female,female,228,1,4.5255127,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,1,1,1
926,2,1,191011_0958,academic track,300,.69930071,1,.69930071,0,0,50,22.5,27.5,25,50,80,49.444443,1,4,6,2,4,,4,4,0,76,83,159,111,61,44,114,233,147,172,159,159,105,1312,-.8074646,-1.3455656,,,206,1,4.5255127,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,1,1,1
927,43,7,190429_0937,vocational track,1000,.69930071,1,.69930071,0,0,50,50,0,10,50,30,49.57275,1,3,6,3,7,,2,2,0,39,43,82,91,18,31,28,96,42,101,82,82,49,780,-.62608922,-1.1348817,female,female,195,1,4.5255127,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,1,1,1
928,14,2,200302_1048,academic track,1200,.49504951,,,,,50,10,40,25,40,70,48.357143,1,16,10,-6,14,,2,2,0,26,33,59,80,28,17,32,72,52,40,59,59,45,681,1.5354139,.95695978,female,female,193,1,4.5255127,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
929,35,6,190411_1249,academic track,1100,.84033614,1.0625,.89285713,0,.0625,15,0,15,38,30,10,2.1891534,1,5,9,4,8,,3,1,0,54,69,123,79,59,17,88,202,143,111,123,123,76,1071,-.85814285,-.68269622,female,female,215,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0
930,50,9,191025_1101,academic track,1300,.84033614,,,,,50,50,0,40,43,40,33.780422,1,7,7,0,5,,2,1,0,74,120,194,101,38,33,149,367,132,104,194,194,71,1368,1.0304075,.87927145,female,female,209,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
931,12,2,190318_1206,academic track,1000,.7352941,.71957672,.52910054,1,.28042328,32.5,25,7.5,32,50,40,39.037037,1,13,14,1,17,,2,3,0,16,17,33,63,37,12,27,103,71,69,33,33,49,666,1.5530846,.72553533,female,female,189,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
932,8,2,200302_1001,academic track,900,.97087377,1,.97087377,0,0,0,0,0,20,100,50,45.24868,1,21,19,-2,23,,2,1,0,7,13,20,31,37,21,23,106,31,45,20,20,58,569,1.5530846,.72553533,female,female,201,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
933,34,6,190411_1002,academic track,1000,.69930071,1.1721312,.81967211,0,.17213118,50,25,25,25,80,50,41.6045,1,7,9,2,10,,2,1,0,34,19,53,62,23,33,33,100,88,63,53,53,56,722,.49150428,.68921095,female,female,222,1,4.5255127,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,1,1,1
934,39,6,190411_1016,academic track,1100,.51813471,1.1156069,.5780347,0,.1156069,45,45,0,40,60,100,50,1,10,10,0,10,,2,1,0,52,47,99,87,79,22,77,215,94,141,99,99,101,1082,.27023056,.13367552,male,male,200,0,4.4000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,0,0,0
935,30,5,200306_1051,academic track,1000,.97087377,1,.97087377,0,0,50,20,30,65,80,30,15.444446,1,8,9,1,8,,2,1,1,28,27,55,60,38,32,42,153,54,90,55,55,70,803,.099857293,-1.2840477,male,male,194,0,4.1999998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,0,0,0
936,2,1,191011_0958,academic track,600,.69930071,1.1721312,.81967211,0,.17213118,25,10,15,23,50,40,60.792328,1,5,7,2,7,,1,1,0,58,44,102,89,32,24,57,203,68,77,102,102,56,916,-.96194524,-1.1358192,male,male,200,1,4.5255127,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,1,1,1
937,22,4,191129_1101,vocational track,800,.71942449,1.1393442,.81967211,0,.13934422,40,25,15,28,40,40,33.399471,1,5,8,3,8,,2,2,0,34,51,85,68,32,19,66,157,104,89,85,85,51,857,-.48927924,-1.5740603,female,female,191,0,3.9000001,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,4,0,0,0
938,53,9,191025_1305,academic track,400,.7352941,1,.7352941,0,0,50,50,0,20,50,50,50,1,5,6,1,8,,2,2,0,37,43,80,72,26,16,46,121,60,55,80,80,42,719,,,,,,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
939,20,3,200224_0748,academic track,1300,.69930071,1.2767857,.89285713,0,.27678573,50,50,0,10,50,50,44.924603,0,3,3,0,,6,3,3,0,37,63,100,82,33,25,52,195,71,70,100,100,58,894,-.74533921,.16261803,female,female,182,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
940,20,3,200224_0748,academic track,1300,.80000001,1.0245901,.81967211,0,.024590135,50,50,0,24,40,40,43.373016,0,5,7,2,,5,3,2,0,36,29,65,109,64,39,137,401,151,89,65,65,103,1256,.51117527,-.49486175,female,female,191,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
941,8,2,200302_1001,academic track,1100,.97087377,1,.97087377,0,0,0,0,0,40,100,50,33.333336,1,13,21,8,14,,3,1,0,7,4,11,43,25,16,24,52,12,56,11,11,41,479,1.2453463,.31951767,male,male,188,1,4.5255127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
942,12,2,190318_1206,academic track,1500,.97087377,.91964287,.89285713,1,.080357134,25,0,25,33,50,100,3.3333335,1,6,13,7,13,,4,1,0,18,18,36,53,26,22,48,57,56,76,36,36,48,608,1.2453463,.31951767,male,male,176,1,4.5255127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
943,21,3,200224_1134,academic track,300,.54054052,1.2012987,.64935064,0,.20129871,50,25,25,15,50,50,16.666668,1,1,3,2,5,,3,2,0,67,81,148,120,32,36,87,166,133,85,148,148,68,1038,-.90259808,-1.3659544,female,female,180,0,4.0999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,4,0,0,0
944,20,3,200224_0748,academic track,1500,.86206895,.89922482,.77519381,1,.10077518,50,50,0,8,100,50,37.603836,1,5,6,1,7,,3,3,0,39,40,79,67,38,38,55,170,147,215,79,79,76,1099,-.62219942,-1.5417199,female,female,185,0,4.0999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,4,4,0,0,0
945,20,3,200224_0748,academic track,1200,.5780347,1.0236686,.59171599,0,.023668647,50,25,25,30,60,40,46.194447,0,6,6,0,,6,2,1,0,32,37,69,59,23,16,55,124,58,85,69,69,39,715,-.2347758,.77826518,female,female,187,0,4.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
946,1,1,191011_0834,academic track,1300,.71942449,.72020721,.51813471,1,.27979279,40,15,25,35,20,60,34.476322,1,5,7,2,6,,3,1,0,32,53,85,116,67,35,96,138,169,60,85,85,102,1039,-.54962713,.74674475,male,male,198,0,4.6999998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,5,0,0,0
