;studid;classid;delta;beta;beta_0;dictator;dictator_schoolmate;risk;publicgood;trust;trust_return;mean_delta;mean_beta;mean_beta_0;mean_dictator;mean_dictator_schoolmate;mean_risk;mean_publicgood;mean_trust;mean_trust_return;sd_delta;sd_beta;sd_beta_0;sd_dictator;sd_dictator_schoolmate;sd_risk;sd_publicgood;sd_trust;sd_trust_return;delta_diff;beta_diff;beta_0_diff;dictator_diff;dictator_schoolmate_diff;risk_diff;publicgood_diff;trust_diff;trust_return_diff
55;55;35;0,84033614;0,90151513;0,098484874;50;37,5;30;40;50;50;0,844600519;0,961112914;0,158286562;39,03846154;20,76923077;34,92307692;45,73076923;51,53846154;38,77420727;0,100037259;0,222253602;0,154571547;13,28918975;14,59111514;13,78683876;19,57742682;18,18706218;17,2658214;7,555631054;3,095132391;0,478860931;-35,27600491;-18,1991736;-32,74708861;-43,6875998;-48,78925446;-35,87831261
56;56;12;0,52910054;1,1962025;0,19620252;5;5;21;30;30;19,044313;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;3,256306587;9,374926868;1,995983213;-32,31799014;-24,666891;-36,96816919;-73,62825978;-68,41681076;-35,98191865
57;57;8;0,81967211;1,0892857;0,089285731;0;0;50;10;20;33,333336;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;5,523720234;3,901480846;0,34262494;-27,15517241;-11,46551724;-43,98651769;-75,64114387;-71,49397083;-29,83990655
58;58;17;0,75757575;1;0;0;0;16;50;50;10,355821;0,776304473;0,992942916;0,08431424;29,7194445;19,72222222;34,55555556;65,27777778;45;39,9181005;0,118501577;0,138291758;0,107936473;21,12509754;17,50816803;23,90968847;21,85999719;22,02939213;19,06271309;5,61665476;6,238146029;-0,08431424;-29,7194445;-19,72222222;-33,88637076;-62,99049478;-42,73030505;-39,37485039
59;59;18;0,80000001;0,96899223;0,031007767;50;5;50;60;90;33,333336;0,702806228;1,127552887;0,2508495;31,36363636;28,29545455;39;58,13636364;56,81818182;39,14141507;0,161750473;0,488897082;0,43605381;21,33529482;21,03549104;21,02606093;24,44097936;24,37531219;10,09389869;4,243083537;0,85444346;-0,179739544;-29,02010184;-28,05776102;-36,62199871;-55,68147019;-53,12592141;-35,83908987
60;60;30;0,89285713;1;0;50;25;30;80;10;41,415344;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;4,942060482;5,318575372;-0,105246918;-44,56172096;-33,46185435;-31,73123383;-59,05191173;-49,57426534;-36,7958077
61;61;43;0,66666669;1,1363636;0,13636363;25;25;20;20;50;17,329365;0,641145409;1,035443084;0,149479361;35,76470588;29,41470588;21,94117647;51,17647059;42,94117647;33,37986406;0,136985659;0,229180844;0,173545371;17,29827272;17,83812424;9,826434935;14,09004655;11,04802351;11,82750631;4,225544262;3,922927698;0,636272683;-34,31947488;-28,01321323;-19,90585032;-49,75702886;-38,41548009;-31,91468919
62;62;21;0,60606062;1,0443038;0,044303775;50;25;25;60;30;51,298939;0,702187606;1,079747691;0,109235355;43,681579;27,76052637;28,94736842;58,86842105;47,36842105;35,23713537;0,15620482;0,168528073;0,150064825;9,216458904;15,91463851;16,30430647;25,47648268;11,47078669;14,22066757;3,177722257;5,116868573;0,185995557;-38,25650192;-26,18964557;-27,4140312;-56,51330788;-44,75308169;-31,6297844
63;63;47;0,89285713;1,0873786;0,087378621;50;25;20;30;50;31,350529;0,759407456;1,018163712;0,158410332;34,77272727;21,36363636;39,81818182;51,68181818;51,81818182;33,73744045;0,168414886;0,233704742;0,169336226;19,05363812;18,22033258;23,08707402;28,28997191;23,22485607;9,149020689;4,542125855;3,634624199;0,357596332;-32,14855651;-19,99154286;-38,95189621;-50,62137174;-49,66531595;-30,31078638
64;64;15;0,80000001;1,2135922;0,21359217;50;25;40;50;50;33,333336;0,742834054;1,032255225;0,138124633;43,86363636;28,63636364;33,90909091;56,12727268;56,36363636;38,79078346;0,099320233;0,180634965;0,117183704;20,29143721;19,71111713;20,11137818;23,09708664;20,59714602;11,73771425;7,311919608;5,686223686;1,684587596;-41,39954279;-27,36804384;-31,92016705;-53,9624975;-53,93611558;-35,95093447
65;65;45;0,5780347;1,0949367;0,094936728;50;50;22;50;50;50;0,72143202;1,014911681;0,164801837;42,51785714;36,44642857;34,78571429;70;57,14285714;40,42531264;0,176504824;0,23375564;0,160100953;26,62605438;23,94428199;24,16029346;25,94372608;18,98524586;15,18050302;2,553462607;3,669196484;0,428178567;-40,63999724;-34,35824735;-33,87512932;-68,07275178;-54,5092331;-37,13161414
66;66;34;0,62111801;1,1258742;0,12587416;25;15;20;50;60;43,808201;0,778897596;0,942151028;0,161236964;40,89473684;34,31578947;36,52631579;63,94736842;56,31578947;39,12197261;0,123246916;0,239262121;0,182584575;20,08840112;23,26192079;19,59696241;23,3082572;26,71049031;25,03778546;4,260725544;3,763458844;0,528164975;-39,6502376;-33,6709588;-35,50574946;-61,80220589;-54,06948103;-37,37228907
67;67;6;0,63291138;0,78217822;0,21782178;50;30;10;40;40;56,288361;0,78204045;0,971589995;0,134218011;36,53095248;25,23809524;34,52380952;55,95238095;58,0952381;31,9780743;0,143179648;0,195227615;0,141584288;17,43007087;20,71992944;16,63916779;34,04478843;31,72050561;17,09632994;3,638360005;3,03490376;1,404242109;-33,66234681;-23,79021386;-33,92281793;-54,7774581;-56,83422415;-28,68565065
68;68;4;0,97087377;1;0;50;75;40;50;90;50,896824;0,726061549;1,019411774;0,122299168;40,55357143;22,14285714;29,78571429;49,07142857;58,57142857;41,28609307;0,162818654;0,194176966;0,148333623;20,48831247;32,26776706;17,83332477;22,81519158;26,56114654;9,640621122;5,236853316;4,130529637;-0,122299168;-38,1131557;-19,81855624;-27,54272256;-46,87990632;-55,18302063;-36,00667971
69;69;53;0,80000001;1,1160715;0,11607146;5;25;28;45;70;39,652115;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;4,777046153;5,354835028;0,669239727;-41,31539282;-25,32236875;-27,32187069;-58,36539428;-46,35471049;-37,13672169
70;70;14;0,89285713;0,70886075;0,29113925;50;0;1;100;100;50;0,788498474;1,015682911;0,121617237;46,41176471;37,05882353;44,17647059;61,35882348;60;46,05073212;0,129776588;0,171496764;0,11814097;15,06676319;21,99494427;25,65208397;35,01887102;36,05551275;18,94722399;6,091456848;3,117693918;2,3427205;-43,09320189;-37,05882353;-44,1374874;-58,50322029;-57,22649902;-43,41182311
71;71;11;0,89285713;0,89600003;0,10399997;100;100;50;100;100;50;0,732471031;1,04069003;0,154807852;45,90909091;37,18181818;34,45454545;64,31818182;49,09090909;41,75702068;0,140514985;0,21262543;0,147774867;18,49300792;20,43196926;17,4812206;24,11754225;18,23369223;9,6647384;5,621706288;3,173293368;0,548965204;-40,50164176;-32,28752734;-31,59433328;-60,17182234;-43,60655635;-36,58357491
72;72;32;0,77519381;1,1517857;0,15178573;50;40;5;60;80;50;0,725454709;1,033615679;0,126406307;42,66666667;30,86666667;27,66666667;64,5866666;55,33333333;44,05520313;0,145150168;0,153687024;0,087809747;10,32795559;22,95995479;15,71926328;28,75596508;24,16215065;20,55945898;4,615178529;6,460743118;1,602168655;-37,82543748;-29,12450296;-27,3485856;-62,50014299;-52,02236979;-41,62323252
73;73;34;0,89285713;0,91803282;0,081967175;40;10;56;100;100;100;0,778897596;0,942151028;0,161236964;40,89473684;34,31578947;36,52631579;63,94736842;56,31578947;39,12197261;0,123246916;0,239262121;0,182584575;20,08840112;23,26192079;19,59696241;23,3082572;26,71049031;25,03778546;6,465560592;2,894782353;0,287690198;-38,90353805;-33,88590236;-33,66873007;-59,65704336;-52,57194206;-35,12800915
74;74;18;0,71942449;1,0530303;0,053030252;5;0;64;50;70;50;0,702806228;1,127552887;0,2508495;31,36363636;28,29545455;39;58,13636364;56,81818182;39,14141507;0,161750473;0,488897082;0,43605381;21,33529482;21,03549104;21,02606093;24,44097936;24,37531219;10,09389869;3,744936493;1,026336632;-0,129235491;-31,12928291;-28,29545455;-35,95615835;-56,0906191;-53,94642373;-34,18792766
75;75;7;0,97087377;1;0;0;0;49;100;0;0;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;4,167038084;1,882943564;-0,205489198;-24,47321429;-16,97321429;-43,87595532;-66,29180822;-61,07142857;-35,22831696
76;76;50;0,80000001;1,0245901;0,024590135;12,5;12,5;29;80;50;50;0,809336776;0,998315501;0,056021008;34,02777778;26,66666667;33;59,07777789;62,22222222;41,234789;0,101160965;0,082310795;0,058780165;13,53478332;23,02492256;16,58135026;33,90839834;23,40325657;15,92001863;7,098851982;11,44950624;0,362319683;-33,10423141;-26,12377668;-31,25104714;-56,71848037;-60,08576742;-38,09408916
77;77;20;0,5780347;1,2097902;0,20979023;50;50;21;50;40;45,817463;0,666232606;1,087778422;0,113895856;48,07692308;34,30769231;23,38461538;61,91923085;51,15384615;39,65572973;0,130592327;0,138786627;0,117404552;16,6779449;17,27314501;14,36684217;25,4952862;22,50811819;15,84157751;3,760020537;7,629129159;1,673004444;-45,07895179;-31,41302547;-21,9229163;-59,958084;-49,37670958;-36,76350116
78;78;11;0,89285713;0,70886075;0,29113925;5;45;28;100;50;29,517197;0,732471031;1,04069003;0,154807852;45,90909091;37,18181818;34,45454545;64,31818182;49,09090909;41,75702068;0,140514985;0,21262543;0,147774867;18,49300792;20,43196926;17,4812206;24,11754225;18,23369223;9,6647384;5,621706288;2,293157438;1,815346175;-45,63871845;-34,9793873;-32,85282664;-60,17182234;-46,34873272;-38,70290832
79;79;5;0,89285713;1,0275229;0,027522922;0;0;86;100;100;100;0,70863588;1,004748103;0,089457733;36,28333338;25,28333338;43;61,40952371;58,0952381;39,50544905;0,1582697;0,134855003;0,09902891;18,63822235;20,23804174;22,64729564;30,84512782;25,0237982;20,44483656;4,932729024;6,614716314;0,18847042;-36,28333338;-25,28333338;-39,20263711;-58,16752061;-54,09904219;-34,61423851
80;80;8;0,97087377;1;0;0;0;50;50;50;40;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;6,700345936;3,495457864;-0,082520511;-27,15517241;-11,46551724;-43,98651769;-74,45399505;-70,63147879;-29,47144832
81;81;12;0,97087377;1;0;50;50;20;100;100;37;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;6,707775859;7,678808119;-0,073460906;-30,53525818;-23,11533859;-37,04961692;-71,67753259;-66,38936919;-35,25491393
82;82;8;0,97087377;1;0;50;0;99;100;100;35,000004;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;6,700345936;3,495457864;-0,082520511;-24,96339666;-11,46551724;-40,49261537;-72,97005904;-69,19399207;-29,74779188
83;84;38;0,89285713;0,89600003;0,10399997;99,949997;50;40;100;100;5;0,716038035;0,988618101;0,178168805;42,64411747;23,97058824;37,11764706;70,70588235;59,41176471;40,77853376;0,150628434;0,242044879;0,158098819;19,60572153;13,4935987;16,9811747;23,10509875;24,10150105;20,76577317;5,211509032;2,713174857;0,479647431;-37,54611601;-20,26512751;-34,76209742;-66,37783333;-55,26264554;-40,53775294
84;85;22;0,52910054;1,3216783;0,32167828;50;50;1;50;30;50;0,688527086;1,082140228;0,21843444;43,33333333;29,16666667;23;59,40000014;50;35,53204276;0,134223006;0,264612503;0,164331557;10,73351449;13,99404635;16,4195006;24,31845002;20,73644135;9,947404698;3,253424124;3,912628678;1,739061035;-38,67502686;-25,59371866;-22,93909681;-57,34394805;-48,55327153;-30,50560607
85;86;8;0,91743118;1;0;45;10;51;100;100;29,517197;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;6,284464755;3,495457864;-0,082520511;-25,18257423;-10,95912357;-43,91521356;-72,97005904;-69,19399207;-30,05081981
86;87;12;0,89285713;1;0;37,5;25;47;100;100;54,8545;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;6,098250389;7,678808119;-0,073460906;-31,0304615;-23,97731215;-34,85052833;-71,67753259;-66,38936919;-34,53200616
87;88;10;0,94339621;0,76258993;0,23741007;25;12,5;25;20;20;21,666666;0,83349433;1,002473878;0,129752457;37,98076923;31,82692308;41,23076923;68,05769231;65,38461538;31,20848115;0,131392262;0,200899772;0,151188481;20,12485069;25,38264853;19,24433983;31,96696011;28,59800961;15,65439741;6,346503915;2,793398674;1,440539592;-36,73852399;-31,33446068;-39,93168596;-67,43204633;-64,68526601;-29,82441855
88;89;2;0,60606062;0,93220335;0,067796648;50;30;18;30;20;16,271166;0,669392579;1,105347029;0,133249641;40;23,26923077;28,23076923;58,38461538;44,61538462;45,53976423;0,125369443;0,184504678;0,163797808;11,94605932;17,95203724;11,63438758;26,37403541;22,58885589;11,67955613;4,164804693;3,947117551;0,280654847;-35,81451936;-21,59811124;-26,6836315;-57,24713303;-43,72999227;-44,14663201
89;90;46;0,33333334;1,4851484;0,48514843;0;0;56;55;30;48,613758;0,709444182;1,042657502;0,120738075;27,66666667;26,24242424;34,12121212;55,01515152;50,90909091;34,12513064;0,17942831;0,198034206;0,161433699;19,0573422;19,63499794;17,31826632;27,59712532;26,14426758;14,92949974;1,148308029;6,456796408;2,884510724;-27,66666667;-26,24242424;-30,8876321;-53,02219031;-49,76161183;-30,86890914
90;91;30;0,66666669;1,4563106;0,45631063;75;0;45;65;70;52,023811;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;3,497312896;8,234324894;3,26919073;-43,2592481;-34,5;-30,61351741;-59,82717828;-47,01985739;-36,14356604
91;92;43;0,7352941;0,78612721;0,21387279;0,25;0,050000001;10;65;30;33,666668;0,641145409;1,035443084;0,149479361;35,76470588;29,41470588;21,94117647;51,17647059;42,94117647;33,37986406;0,136985659;0,229180844;0,173545371;17,29827272;17,83812424;9,826434935;14,09004655;11,04802351;11,82750631;4,726526706;2,394717992;1,082894565;-35,75025357;-29,4119029;-20,92351339;-46,56328498;-40,22575864;-30,53339185
92;93;13;0,94339621;1;0;40;20;40;50;50;48,548943;0,836248584;1,087574583;0,108947332;34,65000008;19,91153846;41,19230769;81,19615377;70,76923077;35,1147809;0,15865492;0,228730261;0,218973309;23,36452012;22,28000138;15,77090798;24,99408704;33,57654859;21,79900095;5,109966057;3,284387385;-0,108947332;-32,93800258;-19,01387245;-38,65599209;-79,19568062;-69,28009618;-32,8876631
93;94;10;0,84033614;0,92248058;0,077519417;10;10;57;60;50;22,630953;0,83349433;1,002473878;0,129752457;37,98076923;31,82692308;41,23076923;68,05769231;65,38461538;31,20848115;0,131392262;0,200899772;0,151188481;20,12485069;25,38264853;19,24433983;31,96696011;28,59800961;15,65439741;5,562134512;3,589271404;0,382981161;-37,48387113;-31,43295316;-38,26885936;-66,18075438;-63,63624196;-29,76282007
94;95;50;0,89285713;0,96551722;0,034482777;20;50;33;5;30;0;0,809336776;0,998315501;0,056021008;34,02777778;26,66666667;33;59,07777789;62,22222222;41,234789;0,101160965;0,082310795;0,058780165;13,53478332;23,02492256;16,58135026;33,90839834;23,40325657;15,92001863;8,016766511;10,7318254;0,530618665;-32,55010359;-24,4951067;-31,00981226;-58,93032179;-60,94034934;-41,234789
95;96;24;0,49504951;1,853211;0,85321105;50;50;15;20;50;33,333336;0,723560425;1,111723687;0,139370925;42,5;30,46875;29,125;49,375;42,5;31,33064746;0,177431274;0,225451091;0,208382644;13,16561177;18,8020112;15,07260208;28,45317791;15,27525232;13,89310693;2,066531192;7,108289759;3,955073004;-38,70222737;-27,80946002;-28,12981682;-48,67209082;-39,22673165;-28,93137593
96;97;22;0,62111801;1,5631068;0,56310678;50;50;20;100;50;33,333336;0,688527086;1,082140228;0,21843444;43,33333333;29,16666667;23;59,40000014;50;35,53204276;0,134223006;0,264612503;0,164331557;10,73351449;13,99404635;16,4195006;24,31845002;20,73644135;9,947404698;3,938980743;4,825013761;3,208215857;-38,67502686;-25,59371866;-21,78193616;-55,28789596;-47,58878589;-32,1810847
97;98;45;0,94339621;0,89075631;0,10924369;0,25;0,25;99;100;30;16,666668;0,72143202;1,014911681;0,164801837;42,51785714;36,44642857;34,78571429;70;57,14285714;40,42531264;0,176504824;0,23375564;0,160100953;26,62605438;23,94428199;24,16029346;25,94372608;18,98524586;15,18050302;4,623442915;2,795718563;0,517540696;-42,50846784;-36,43598767;-30,68808194;-66,14550355;-55,56268272;-39,32741306
98;99;51;0,89285713;0,5925926;0,4074074;50;25;20;50;10;16,666668;0,757319773;1,027185293;0,12831579;36,39166667;15,71111111;35,27777778;62,77777778;49,44444444;33,78130611;0,156841125;0,185161892;0,132792966;18,9218847;17,84444678;24,83073417;33,22039692;22,35337117;16,34860284;4,935429064;2,173217312;2,939673514;-33,74922376;-14,31011503;-34,47232435;-61,27267836;-48,99708463;-32,76185092
99;100;13;0,97087377;1;0;0;0;50;100;100;22,572752;0,836248584;1,087574583;0,108947332;34,65000008;19,91153846;41,19230769;81,19615377;70,76923077;35,1147809;0,15865492;0,228730261;0,218973309;23,36452012;22,28000138;15,77090798;24,99408704;33,57654859;21,79900095;5,283156778;3,284387385;-0,108947332;-34,65000008;-19,91153846;-38,02191319;-77,19520747;-67,79096158;-34,0792861
100;102;40;0,69930071;0,90506327;0,094936728;50;50;17;70;50;41,078041;0,684179763;0,995749626;0,182197963;42,05882353;31,79411765;31,47058824;58,75882365;46,47058824;39,36764765;0,103972823;0,243323543;0,15477302;13,11711948;20,17970734;18,5644743;17,93533722;15,78811914;11,38704402;6,041623072;2,723838129;0,4311953;-38,24701103;-29,31638102;-30,55486072;-54,85591404;-43,30364988;-35,7602109
101;103;4;0,97087377;1;0;12,5;0;48;45;30;33,333336;0,726061549;1,019411774;0,122299168;40,55357143;22,14285714;29,78571429;49,07142857;58,57142857;41,28609307;0,162818654;0,194176966;0,148333623;20,48831247;32,26776706;17,83332477;22,81519158;26,56114654;9,640621122;5,236853316;4,130529637;-0,122299168;-39,9434675;-22,14285714;-27,09412421;-47,09905855;-57,44195926;-37,82850091
102;104;37;0,69930071;1,3883495;0,38834953;20;5;10;68;30;32,477512;0,702522622;1,037959984;0,189855804;42,11538462;31,15384615;28,38461538;52,92307692;45,38461538;34,23914285;0,112109789;0,249452017;0,157284323;11,80775495;18,27496536;16,38362222;15,17377968;15,06396618;11,76436273;5,53511924;4,527637436;2,279236619;-40,42158253;-30,88024782;-27,77424975;-48,44166218;-43,39310799;-31,4784738
103;105;21;0,33333334;1;0;50;25;1;50;30;16,666668;0,702187606;1,079747691;0,109235355;43,681579;27,76052637;28,94736842;58,86842105;47,36842105;35,23713537;0,15620482;0,168528073;0,150064825;9,216458904;15,91463851;16,30430647;25,47648268;11,47078669;14,22066757;1,431762813;4,853981808;-0,109235355;-38,25650192;-26,18964557;-28,88603493;-56,90582674;-44,75308169;-34,06513216
104;106;3;0,68493152;0,8439306;0,1560694;50;25;35;40;50;49,978836;0,757757626;0,965606027;0,083024058;40,41666667;23,27777778;32,44444444;52,38888889;45,55555556;45,19341672;0,133750728;0,121802566;0,093754636;17,02614771;14,11634662;18,73098164;19,10694019;21,48110585;16,92366859;4,363197846;5,963070656;1,581633892;-37,48000707;-21,50678131;-30,57588247;-50,29540874;-43,22792865;-42,24022512
105;107;41;0,97087377;1;0;50;25;44;50;40;43,096561;0,668788035;1,062543474;0,215549468;45,53571429;27,14285714;27,5;56,78571429;47,85714286;40,59042079;0,168221214;0,321558736;0,239952211;9,102967153;17,72810521;14,25455393;17,71647895;6,992932068;13,64279395;5,102622996;2,047308279;-0,215549468;-40,04299975;-25,73266696;-24,41326714;-53,96348307;-42,13708157;-37,43149592
106;108;49;0,81967211;1;0;40;10;32;60;40;34,453705;0,724521115;0,971790262;0,154499109;29,546875;13,203125;35,5;58,68125;53,75;38,17869585;0,135029141;0,194455965;0,114894113;21,94960492;18,99544216;20,73322615;34,93936116;34,61695153;18,13316378;5,345813794;4,170762179;-0,154499109;-27,72451874;-12,67668292;-33,95658366;-56,96398907;-52,59449675;-36,27865759
107;109;17;0,68493152;0,74111676;0,25888324;5;50;25;85;60;50;0,776304473;0,992942916;0,08431424;29,7194445;19,72222222;34,55555556;65,27777778;45;39,9181005;0,118501577;0,138291758;0,107936473;21,12509754;17,50816803;23,90968847;21,85999719;22,02939213;19,06271309;5,003631441;4,366138294;2,314163622;-29,4827592;-16,8664123;-33,50995431;-61,38939667;-42,27636606;-37,295179
108;110;17;0,69930071;1,2767857;0,27678573;50;25;25;50;40;45,292328;0,776304473;0,992942916;0,08431424;29,7194445;19,72222222;34,55555556;65,27777778;45;39,9181005;0,118501577;0,138291758;0,107936473;21,12509754;17,50816803;23,90968847;21,85999719;22,02939213;19,06271309;5,124888815;8,239608044;2,480024981;-27,35259152;-18,29431726;-33,50995431;-62,99049478;-43,18424404;-37,54213608
109;111;53;0,89285713;1,0873786;0,087378621;50;50;35;55;50;42,128307;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;5,417897649;5,188862498;0,469588287;-38,15392819;-23,96291932;-26,79627776;-58,00214857;-47,39622178;-36,86078392
110;113;1;0,51813471;0,91904759;0,080952406;50;25;22;40;30;8,2579365;0,745461452;0,966396618;0,093583437;40;33,0952381;28,47619048;53,0952381;51,42857143;41,6582526;0,167640515;0,135086686;0,101184519;14,23024947;21,12322126;17,55169236;19,45997113;16,21286967;14,59391075;2,345287285;5,836994727;0,706463912;-36,48635816;-31,91170649;-27,22275009;-51,03973659;-49,57818956;-41,09240451
111;114;19;0,46511629;1;0;25;25;40;0;50;11,815476;0,674718868;1,131203173;0,131203186;42,04545455;29,54545455;22,90909091;50,36363636;48,63636364;36,82909468;0,172940174;0,192959525;0,192959536;11,30308543;11,9432279;12,11417545;22,76912164;14,895015;11,96428165;2,014744657;4,051230817;-0,131203186;-39,83366909;-27,45221809;-19,60717406;-50,36363636;-45,27953587;-35,84153217
112;115;27;0,89285713;1;0;50;50;24;50;50;50;0,775647526;1,021077385;0,033220274;45,44117647;28,52941176;26,29411765;60,61764706;57,64705882;36,58583947;0,17914164;0,061988536;0,056053893;13,17654445;16,93412844;21,02904154;23,57668963;26,34611256;13,60053623;4,20843729;15,11093785;-0,033220274;-41,64655488;-25,5767945;-25,15283881;-58,49690828;-55,74924563;-32,90951384
113;116;52;0,75757575;1,1785715;0,17857146;0;0;15;1;0;0;0,766129847;1,0898382;0,136259789;31,9;24,6;34,24;55,83600008;57,6;32,85863407;0,137662466;0,253038947;0,230424732;20,22374842;18,47971861;20,18101418;35,0978025;29,89983278;18,34429673;4,737009633;3,567830174;0,638706763;-31,9;-24,6;-33,49672715;-55,80750827;-57,6;-32,85863407
114;117;34;0,91743118;1;0;50;50;50;60;50;25,906086;0,778897596;0,942151028;0,161236964;40,89473684;34,31578947;36,52631579;63,94736842;56,31578947;39,12197261;0,123246916;0,239262121;0,182584575;20,08840112;23,26192079;19,59696241;23,3082572;26,71049031;25,03778546;6,664949354;3,23736554;-0,161236964;-38,40573836;-32,1663539;-33,97489997;-61,37317338;-54,44386577;-38,087293
115;118;9;0,97087377;1;0;50;0;20;0;0;30,628309;0,849050988;0,909803199;0,146747551;39,13043478;25,13043478;36,52173913;49,83913044;53,91304348;43,917179;0,152328465;0,232572481;0,200203683;16,55927191;18,22349719;18,65687679;34,69588315;27,25954886;18,05706071;5,52450348;3,389931642;-0,146747551;-36,11097836;-25,13043478;-35,44974834;-49,83913044;-53,91304348;-42,22098329
116;119;26;0,89285713;1;0;37,5;25;50;50;50;38,214947;0,718060289;1,083481343;0,149998625;44,28571429;36,42857143;26,61904762;58,11904762;54,76190476;43,43061871;0,139188001;0,250001029;0,214926819;10,06674156;21,29512017;18,60773009;22,77164068;21,12322126;14,58246081;5,69669616;2,916502191;-0,149998625;-40,56057644;-35,25459355;-23,93199231;-55,92333407;-52,39484155;-40,81000841
117;120;9;0,89285713;0,78321677;0,21678323;50;25;60;0;100;35,833336;0,849050988;0,909803199;0,146747551;39,13043478;25,13043478;36,52173913;49,83913044;53,91304348;43,917179;0,152328465;0,232572481;0,200203683;16,55927191;18,22349719;18,65687679;34,69588315;27,25954886;18,05706071;5,012342868;2,457821235;0,936065846;-36,11097836;-23,75857955;-33,30576677;-49,83913044;-50,24460419;-41,9327289
